Date,Open,High,Low,Close,Volume
2018-09-17 07:00:00,1.04,1.04,1.04,1.04,2500
2018-09-18 07:00:00,1.04,1.04,1.04,1.04,3600
2018-09-19 07:00:00,1.08,1.08,1.04,1.08,20300
2018-09-20 07:00:00,1.04,1.08,1.04,1.04,4900
2018-09-21 07:00:00,1.08,1.12,1.04,1.04,5300
2018-09-24 07:00:00,1.08,1.12,1.04,1.04,1300
2018-09-25 07:00:00,1.04,1.12,1.04,1.04,9100
2018-09-27 07:00:00,1.12,1.12,1.12,1.12,500
2018-09-28 07:00:00,1.04,1.04,1.04,1.04,100
2018-10-01 07:00:00,1.04,1.08,0.96,1.04,83900
2018-10-02 07:00:00,1.08,1.08,1.04,1.08,46600
2018-10-04 07:00:00,1.0,1.04,1.0,1.0,22500
2018-10-05 07:00:00,1.04,1.04,1.0,1.0,28900
2018-10-08 07:00:00,1.04,1.04,1.0,1.0,70400
2018-10-09 07:00:00,1.04,1.04,1.0,1.0,20700
2018-10-10 07:00:00,1.04,1.04,1.0,1.0,5600
2018-10-11 07:00:00,1.0,1.0,1.0,1.0,1800
2018-10-12 07:00:00,1.0,1.0,1.0,1.0,1500
2018-10-15 07:00:00,1.0,1.0,0.92,0.92,5500
2018-10-16 07:00:00,0.88,0.92,0.88,0.88,27300
2018-10-17 07:00:00,0.88,0.92,0.84,0.88,70900
2018-10-23 07:00:00,0.96,0.96,0.8,0.92,23200
2018-10-24 07:00:00,0.84,0.84,0.84,0.84,36000
2018-10-26 07:00:00,0.84,0.84,0.84,0.84,9600
2018-10-30 07:00:00,0.84,0.84,0.84,0.84,400
2018-11-01 07:00:00,0.84,0.84,0.84,0.84,1200
2018-11-02 07:00:00,0.88,0.88,0.88,0.88,800
2018-11-05 07:00:00,0.8,0.84,0.8,0.84,600
2018-11-07 07:00:00,0.88,0.92,0.88,0.92,4000
2018-11-08 07:00:00,0.84,0.84,0.84,0.84,16000
2018-11-09 07:00:00,0.84,0.84,0.84,0.84,20000
2018-11-12 07:00:00,0.88,0.88,0.84,0.84,50200
2018-11-13 07:00:00,0.84,0.84,0.84,0.84,42100
2018-11-14 07:00:00,0.88,0.88,0.84,0.84,12500
2018-11-15 07:00:00,0.88,0.88,0.84,0.84,62800
2018-11-16 07:00:00,0.84,0.84,0.84,0.84,100
2018-11-19 07:00:00,0.88,0.92,0.84,0.92,24100
2018-11-20 07:00:00,0.88,0.88,0.88,0.88,4500
2018-11-21 07:00:00,0.88,0.88,0.88,0.88,8000
2018-11-22 07:00:00,0.88,0.88,0.88,0.88,70900
2018-11-23 07:00:00,0.88,0.88,0.88,0.88,95000
2018-11-26 07:00:00,0.88,0.88,0.88,0.88,500
2018-11-27 07:00:00,0.92,0.92,0.92,0.92,800
2018-11-28 07:00:00,0.92,0.92,0.92,0.92,3900
2018-11-29 07:00:00,0.92,0.92,0.92,0.92,5000
2018-11-30 07:00:00,0.92,0.92,0.92,0.92,1000
2018-12-03 07:00:00,0.96,1.0,0.96,1.0,21200
2018-12-04 07:00:00,1.08,1.08,1.0,1.0,10803
2018-12-05 07:00:00,1.0,1.08,1.0,1.08,14200
2018-12-06 07:00:00,1.04,1.08,1.04,1.08,700
2018-12-07 07:00:00,1.04,1.04,1.04,1.04,8000
2018-12-10 07:00:00,1.08,1.08,1.08,1.08,10100
2018-12-11 07:00:00,1.08,1.16,1.08,1.16,47600
2018-12-12 07:00:00,1.24,1.24,1.16,1.2,35000
2018-12-13 07:00:00,1.2,1.24,1.16,1.24,51500
2018-12-14 07:00:00,1.24,1.24,1.16,1.24,66200
2018-12-17 07:00:00,1.2,1.24,1.16,1.16,31900
2018-12-18 07:00:00,1.16,1.16,1.12,1.12,54200
2018-12-19 07:00:00,1.12,1.2,1.12,1.12,13400
2018-12-20 07:00:00,1.12,1.2,1.12,1.16,27100
2018-12-21 07:00:00,1.16,1.16,1.16,1.16,1000
2018-12-24 07:00:00,1.12,1.16,1.12,1.16,6100
2018-12-25 07:00:00,1.16,1.16,1.12,1.16,30900
2018-12-26 07:00:00,1.16,1.2,1.16,1.2,12100
2018-12-27 07:00:00,1.2,1.24,1.2,1.24,3300
2018-12-28 07:00:00,1.2,1.24,1.16,1.2,21700
2019-01-02 07:00:00,1.2,1.2,1.16,1.16,8400
2019-01-03 07:00:00,1.12,1.12,1.12,1.12,200
2019-01-04 07:00:00,1.12,1.16,1.12,1.16,3200
2019-01-07 07:00:00,1.16,1.2,1.16,1.2,11200
2019-01-08 07:00:00,1.16,1.2,1.16,1.2,22900
2019-01-09 07:00:00,1.2,1.2,1.2,1.2,10000
2019-01-10 07:00:00,1.2,1.2,1.2,1.2,7010
2019-01-11 07:00:00,1.2,1.2,1.2,1.2,6000
2019-01-14 07:00:00,1.16,1.2,1.12,1.2,17500
2019-01-15 07:00:00,1.2,1.2,1.2,1.2,10000
2019-01-16 07:00:00,1.2,1.24,1.2,1.24,5900
2019-01-17 07:00:00,1.2,1.28,1.2,1.28,44200
2019-01-18 07:00:00,1.24,1.28,1.24,1.28,13200
2019-01-21 07:00:00,1.16,1.24,1.16,1.24,20200
2019-01-22 07:00:00,1.28,1.36,1.28,1.36,95610
2019-01-23 07:00:00,1.49,1.49,1.4,1.49,80800
2019-01-24 07:00:00,1.49,1.49,1.44,1.49,8200
2019-01-25 07:00:00,1.49,1.49,1.4,1.4,12500
2019-01-28 07:00:00,1.28,1.36,1.28,1.28,20100
2019-01-29 07:00:00,1.32,1.32,1.32,1.32,500
2019-01-30 07:00:00,1.28,1.28,1.2,1.2,14500
2019-01-31 07:00:00,1.2,1.2,1.2,1.2,56900
2019-02-01 07:00:00,1.28,1.28,1.28,1.28,100
2019-02-11 07:00:00,1.2,1.24,1.2,1.24,5300
2019-02-12 07:00:00,1.2,1.24,1.2,1.2,28800
2019-02-13 07:00:00,1.16,1.2,1.16,1.2,11000
2019-02-14 07:00:00,1.2,1.2,1.2,1.2,13800
2019-02-15 07:00:00,1.2,1.2,1.2,1.2,600
2019-02-18 07:00:00,1.2,1.2,1.2,1.2,2910
2019-02-19 07:00:00,1.16,1.16,1.16,1.16,4200
2019-02-20 07:00:00,1.12,1.12,1.08,1.12,21000
2019-02-21 07:00:00,1.12,1.12,1.12,1.12,13100
2019-02-25 07:00:00,1.08,1.12,1.08,1.12,10400
2019-02-26 07:00:00,1.12,1.12,1.08,1.08,29700
2019-02-27 07:00:00,1.12,1.12,1.08,1.08,2000
2019-02-28 07:00:00,1.12,1.12,1.12,1.12,100
2019-03-01 07:00:00,1.12,1.12,1.12,1.12,4000
2019-03-04 07:00:00,1.08,1.12,1.04,1.12,18400
2019-03-05 07:00:00,1.12,1.12,1.12,1.12,25100
2019-03-06 07:00:00,1.12,1.16,1.08,1.16,11800
2019-03-07 07:00:00,1.16,1.2,1.16,1.2,15200
2019-03-08 07:00:00,1.2,1.2,1.16,1.16,7700
2019-03-11 07:00:00,1.2,1.2,1.16,1.2,3800
2019-03-12 07:00:00,1.24,1.28,1.24,1.28,37900
2019-03-13 07:00:00,1.2,1.2,1.16,1.2,13400
2019-03-14 07:00:00,1.24,1.24,1.2,1.2,6700
2019-03-15 07:00:00,1.24,1.24,1.16,1.16,10500
2019-03-18 07:00:00,1.2,1.2,1.2,1.2,13000
2019-03-19 07:00:00,1.2,1.2,1.2,1.2,4500
2019-03-20 07:00:00,1.2,1.24,1.2,1.2,24900
2019-03-21 07:00:00,1.16,1.2,1.16,1.2,17000
2019-03-22 07:00:00,1.2,1.2,1.2,1.2,46000
2019-03-25 07:00:00,1.2,1.28,1.2,1.28,21700
2019-03-26 07:00:00,1.24,1.24,1.2,1.24,3100
2019-03-27 07:00:00,1.24,1.24,1.24,1.24,14000
2019-03-28 07:00:00,1.24,1.24,1.24,1.24,15000
2019-03-29 07:00:00,1.24,1.32,1.24,1.24,17200
2019-04-01 07:00:00,1.24,1.28,1.24,1.24,20300
2019-04-02 07:00:00,1.28,1.28,1.28,1.28,10300
2019-04-03 07:00:00,1.28,1.4,1.28,1.4,256500
2019-04-04 07:00:00,1.44,1.53,1.4,1.44,172000
2019-04-05 07:00:00,1.4,1.4,1.32,1.36,34500
2019-04-08 07:00:00,1.32,1.36,1.28,1.32,30100
2019-04-09 07:00:00,1.32,1.36,1.24,1.28,92900
2019-04-10 07:00:00,1.28,1.36,1.28,1.36,42400
2019-04-11 07:00:00,1.28,1.32,1.28,1.32,19000
2019-04-12 07:00:00,1.32,1.36,1.32,1.36,26600
2019-04-17 07:00:00,1.36,1.36,1.28,1.32,16400
2019-04-18 07:00:00,1.32,1.32,1.32,1.32,1000
2019-04-19 07:00:00,1.32,1.36,1.32,1.36,12500
2019-04-22 07:00:00,1.36,1.36,1.32,1.32,13100
2019-04-23 07:00:00,1.36,1.4,1.36,1.36,24100
2019-04-24 07:00:00,1.36,1.36,1.36,1.36,15400
2019-04-25 07:00:00,1.36,1.36,1.36,1.36,65400
2019-04-26 07:00:00,1.36,1.36,1.36,1.36,6000
